id	taxon	Low_elevation	High_elevation	CFP endemicity	CA nativity
7038	Juncus falcatus var. falcatus	0	100	no	yes
7039	Juncus hemiendytus	400	3400	no	yes
7040	Juncus hemiendytus var. abjectus	1400	3400	no	yes
7041	Juncus hemiendytus var. hemiendytus	400	3200	no	yes
7042	Juncus howellii	850	2380	no	yes
7043	Juncus kelloggii	0	800	no	yes
7044	Juncus leiospermus	50	500	no	yes
7045	Juncus leiospermus var. ahartii	50	100	yes	yes
7046	Juncus leiospermus var. leiospermus	280	500	yes	yes
7047	Juncus lesueurii	0	100	no	yes
7048	Juncus longistylis	1800	2900	no	yes
7049	Juncus luciensis	300	1900	yes	yes
7050	Juncus macrandrus	1200	2800	no	yes
7051	Juncus macrophyllus	0	2600	no	yes
7052	Juncus marginatus var. marginatus	0	1000	no	yes
7053	Juncus mertensianus	1200	3500	no	yes
7054	Juncus mexicanus	0	3800	no	yes
7055	Juncus nevadensis	1200	3300	no	yes
7056	Juncus nodosus	0	1700	no	yes
7057	Juncus occidentalis	0	2300	no	yes
7058	Juncus orthophyllus	1200	3500	no	yes
7059	Juncus oxymeris	0	2100	no	yes
7060	Juncus parryi	2000	3800	no	yes
7061	Juncus patens	0	1600	no	yes
7062	Juncus phaeocephalus	0	2200	no	yes
7063	Juncus phaeocephalus var. paniculatus	2150	2250	yes	yes
7064	Juncus phaeocephalus var. phaeocephalus	0	100	yes	yes
7065	Juncus regelii	800	1900	no	yes
7066	Juncus rugulosus	0	2100	no	yes
7067	Juncus saximontanus	1500	2900	no	yes
7068	Juncus supiniformis	0	100	no	yes
7069	Juncus tenuis	0	1500	no	yes
7070	Juncus textilis	0	1800	yes	yes
7071	Juncus tiehmii	300	3100	no	yes
7072	Juncus torreyi	0	1800	no	yes
7073	Juncus triformis	50	2500	yes	yes
7074	Juncus uncialis	45	1700	no	yes
7075	Juncus xiphioides	0	2100	no	yes
7076	Luzula comosa	50	3200	no	yes
7077	Luzula divaricata	2100	3700	no	yes
7078	Luzula orestera	2700	3600	yes	yes
7079	Luzula parviflora	1000	3300	no	yes
7080	Luzula spicata	2900	3700	no	yes
7081	Luzula subcongesta	2000	3500	yes	yes
7082	Lilaea scilloides	0	1700	no	yes
7083	Triglochin concinna	0	2500	no	yes
7084	Triglochin concinna var. concinna	0	5	no	yes
7085	Triglochin concinna var. debilis	0	2500	no	yes
7086	Triglochin maritima	0	2800	no	yes
7087	Triglochin palustris	2400	3700	no	yes
7088	Triglochin striata	0	10	no	yes
7089	Lemna aequinoctialis	0	200	no	yes
7090	Lemna gibba	0	1500	no	yes
7091	Lemna minor	0	2000	no	yes
7092	Lemna minuta	0	2200	no	no
7093	Lemna trisulca	0	3000	no	yes
7094	Lemna turionifera	0	3000	no	yes
7095	Lemna valdiviana	0	1500	no	yes
7096	Spirodela polyrrhiza	0	2500	no	yes
7097	Spirodela punctata	0	500	no	yes
7098	Wolffia arrhiza	0	200	no	yes
7099	Wolffia borealis	0	1000	no	yes
7100	Wolffia brasiliensis	0	100	no	yes
7101	Wolffia columbiana	0	200	no	yes
7102	Wolffia globosa	0	200	no	yes
7103	Wolffiella lingulata	0	200	no	yes
7104	Wolffiella oblonga	0	200	no	yes
7105	Agave deserti	0	1500	no	yes
7106	Agave shawii	0	500	no	yes
7107	Agave utahensis	900	1500	no	yes
7108	Allium abramsii	1400	2000	yes	yes
7109	Allium acuminatum	0	1900	no	yes
7110	Allium amplectens	0	1800	no	yes
7111	Allium anceps	1200	1550	no	yes
7112	Allium atrorubens	1200	2100	no	yes
7113	Allium atrorubens var. atrorubens	1200	2100	no	yes
7114	Allium atrorubens var. cristatum	1200	2100	no	yes
7115	Allium bisceptrum var. bisceptrum	2000	2900	no	yes
7116	Allium bolanderi	0	1000	no	yes
7117	Allium bolanderi var. bolanderi	0	1000	yes	yes
7118	Allium bolanderi var. mirabile	0	1000	yes	yes
7119	Allium burlewii	1800	2800	yes	yes
7120	Allium campanulatum	600	2600	no	yes
7121	Allium cratericola	300	1800	yes	yes
7122	Allium crispum	0	800	yes	yes
7123	Allium denticulatum	900	1600	no	yes
7124	Allium diabloense	500	1500	yes	yes
7125	Allium dichlamydeum	50	150	yes	yes
7126	Allium falcifolium	100	2100	yes	yes
7127	Allium fimbriatum	300	2700	no	yes
7128	Allium fimbriatum var. fimbriatum	300	2700	no	yes
7129	Allium fimbriatum var. mohavense	700	1400	no	yes
7130	Allium fimbriatum var. purdyi	300	600	yes	yes
7131	Allium haematochiton	0	800	no	yes
7132	Allium hickmanii	0	100	yes	yes
7133	Allium hoffmanii	1100	1800	yes	yes
7134	Allium howellii	200	1850	no	yes
7135	Allium howellii var. clokeyi	1300	1850	yes	yes
7136	Allium howellii var. howellii	200	900	yes	yes
7137	Allium howellii var. sanbenitense	300	1000	yes	yes
7138	Allium hyalinum	50	1500	yes	yes
7139	Allium jepsonii	300	600	yes	yes
7140	Allium lacunosum	50	2100	no	yes
7141	Allium lacunosum var. davisiae	600	2100	no	yes
7142	Allium lacunosum var. kernense	700	1300	no	yes
7143	Allium lacunosum var. lacunosum	50	1000	yes	yes
7144	Allium lacunosum var. micranthum	300	600	yes	yes
7145	Allium lemmonii	1200	1900	no	yes
7146	Allium membranaceum	150	1400	yes	yes
7147	Allium monticola	1400	3200	yes	yes
7148	Allium munzii	300	900	yes	yes
7149	Allium neapolitanum	0	100	no	no
7150	Allium nevadense	1300	1700	no	yes
7151	Allium obtusum	800	3500	no	yes
7152	Allium obtusum var. conspicuum	800	3000	yes	yes
7153	Allium obtusum var. obtusum	1500	3500	yes	yes
7154	Allium paniculatum var. paniculatum	0	100	no	no
7155	Allium parishii	900	1400	no	yes
7156	Allium parryi	900	2200	yes	yes
7157	Allium parvum	1200	2800	no	yes
7158	Allium peninsulare	0	1100	no	yes
7159	Allium peninsulare var. franciscanum	0	300	yes	yes
7160	Allium peninsulare var. peninsulare	0	300	yes	yes
7161	Allium platycaule	1500	2500	no	yes
7162	Allium praecox	0	800	yes	yes
7163	Allium punctum	1200	1600	no	yes
7164	Allium sanbornii	300	1400	no	yes
7165	Allium sanbornii var. congdonii	300	700	yes	yes
7166	Allium sanbornii var. sanbornii	300	1400	yes	yes
7167	Allium serra	30	1200	yes	yes
7168	Allium sharsmithiae	400	1200	yes	yes
7169	Allium shevockii	2000	2500	yes	yes
7170	Allium siskiyouense	900	2500	yes	yes
7171	Allium tolmiei var. tolmiei	1500	2200	no	yes
7172	Allium tribracteatum	1300	3000	yes	yes
7173	Allium triquetrum	0	100	no	no
7174	Allium tuolumnense	300	600	yes	yes
7175	Allium unifolium	0	1100	yes	yes
7176	Allium validum	1200	3400	no	yes
7177	Allium vineale	0	100	no	no
7178	Allium yosemitense	800	2200	yes	yes
7179	Aloe saponaria	0	100	no	no
7180	Androstephium breviflorum	700	1600	no	yes
7181	Asparagus asparagoides	0	1700	no	no
7182	Asparagus officinalis ssp. officinalis	0	200	no	no
7183	Asphodelus fistulosus	0	50	no	no
7184	Bloomeria crocea	0	1700	yes	yes
7185	Bloomeria humilis	0	30	yes	yes
7186	Brodiaea appendiculata	0	600	yes	yes
7187	Brodiaea californica	60	900	no	yes
7188	Brodiaea californica var. californica	60	800	yes	yes
7189	Brodiaea californica var. leptandra	0	900	yes	yes
7190	Brodiaea coronaria	0	1600	no	yes
7191	Brodiaea coronaria ssp. coronaria	0	1600	yes	yes
7192	Brodiaea coronaria ssp. rosea	30	100	yes	yes
7193	Brodiaea elegans	0	2200	no	yes
7194	Brodiaea elegans ssp. elegans	0	2200	yes	yes
7195	Brodiaea elegans ssp. hooveri	0	100	yes	yes
7196	Brodiaea filifolia	60	300	yes	yes
7197	Brodiaea insignis	250	500	yes	yes
7198	Brodiaea jolonensis	0	300	yes	yes
7199	Brodiaea kinkiensis	150	200	yes	yes
7200	Brodiaea minor	30	500	yes	yes
7201	Brodiaea orcuttii	0	1600	yes	yes
7202	Brodiaea pallida	330	430	yes	yes
7203	Brodiaea purdyi	100	600	yes	yes
7204	Brodiaea stellaris	0	900	yes	yes
7205	Brodiaea terrestris	0	1500	no	yes
7206	Brodiaea terrestris ssp. kernensis	0	1500	yes	yes
7207	Brodiaea terrestris ssp. terrestris	0	450	yes	yes
7208	Calochortus albus	0	2000	yes	yes
7209	Calochortus amabilis	100	1000	yes	yes
7210	Calochortus amoenus	500	1500	yes	yes
7211	Calochortus argillosus	0	800	yes	yes
7212	Calochortus bruneaunis	1700	3000	no	yes
7213	Calochortus catalinae	0	700	yes	yes
7214	Calochortus clavatus	0	1800	no	yes
7215	Calochortus clavatus var. avius	900	1800	yes	yes
7216	Calochortus clavatus var. clavatus	0	1300	yes	yes
7217	Calochortus clavatus var. gracilis	0	1000	yes	yes
7218	Calochortus clavatus var. pallidus	0	1800	yes	yes
7219	Calochortus clavatus var. recurvifolius	0	100	yes	yes
7220	Calochortus coeruleus	600	2500	yes	yes
7221	Calochortus concolor	600	2500	yes	yes
7222	Calochortus dunnii	1500	1700	yes	yes
7223	Calochortus elegans	1500	2500	no	yes
7224	Calochortus excavatus	1300	2000	no	yes
7225	Calochortus flexuosus	600	1700	no	yes
7226	Calochortus greenei	700	1100	no	yes
7227	Calochortus invenustus	1500	3000	yes	yes
7228	Calochortus kennedyi	600	2200	no	yes
7229	Calochortus kennedyi var. kennedyi	600	2200	no	yes
7230	Calochortus kennedyi var. munzii	600	2200	no	yes
7231	Calochortus leichtlinii	1300	4000	no	yes
7232	Calochortus longebarbatus var. longebarbatus	1200	1900	no	yes
7233	Calochortus luteus	0	700	yes	yes
7234	Calochortus macrocarpus	1300	2000	no	yes
7235	Calochortus minimus	1200	3000	yes	yes
7236	Calochortus monanthus	750	850	yes	yes
7237	Calochortus monophyllus	400	1200	yes	yes
7238	Calochortus nudus	1200	2500	yes	yes
7239	Calochortus obispoensis	100	500	yes	yes
7240	Calochortus palmeri	1200	2200	no	yes
7241	Calochortus palmeri var. munzii	1200	2200	yes	yes
7242	Calochortus palmeri var. palmeri	1200	2200	yes	yes
7243	Calochortus panamintensis	2500	3200	no	yes
7244	Calochortus persistens	1000	1500	yes	yes
7245	Calochortus plummerae	0	1700	yes	yes
7246	Calochortus pulchellus	200	800	yes	yes
7247	Calochortus raichei	200	300	yes	yes
7248	Calochortus simulans	0	1100	yes	yes
7249	Calochortus splendens	0	2800	yes	yes
7250	Calochortus striatus	800	1400	no	yes
7251	Calochortus superbus	0	1700	yes	yes
7252	Calochortus tiburonensis	50	150	yes	yes
7253	Calochortus tolmiei	50	2000	no	yes
7254	Calochortus umbellatus	100	700	yes	yes
7255	Calochortus uniflorus	0	200	yes	yes
7256	Calochortus venustus	300	2700	yes	yes
7257	Calochortus vestae	500	900	yes	yes
7258	Calochortus weedii	0	1900	no	yes
7259	Calochortus weedii var. intermedius	0	680	yes	yes
7260	Calochortus weedii var. vestus	0	900	yes	yes
7261	Calochortus weedii var. weedii	0	1900	yes	yes
7262	Calochortus westonii	1500	2000	yes	yes
7263	Camassia quamash	0	3300	no	yes
7264	Camassia quamash ssp. breviflora	1500	2200	no	yes
7265	Camassia quamash ssp. quamash	0	3300	no	yes
7266	Chlorogalum angustifolium	0	500	no	yes
7267	Chlorogalum grandiflorum	300	500	yes	yes
7268	Chlorogalum parviflorum	0	750	yes	yes
7269	Chlorogalum pomeridianum	0	1500	no	yes
7270	Chlorogalum pomeridianum var. divaricatum	0	100	yes	yes
7271	Chlorogalum pomeridianum var. minus	0	750	yes	yes
7272	Chlorogalum pomeridianum var. pomeridianum	0	1500	yes	yes
7273	Chlorogalum purpureum	250	350	no	yes
7274	Chlorogalum purpureum var. purpureum	250	350	yes	yes
7275	Chlorogalum purpureum var. reductum	550	650	yes	yes
7276	Clintonia andrewsiana	0	400	yes	yes
7277	Clintonia uniflora	1000	1900	no	yes
7278	Dichelostemma capitatum	0	2300	no	yes
7279	Dichelostemma capitatum ssp. capitatum	0	2300	no	yes
7280	Dichelostemma capitatum ssp. pauciflorum	300	2100	no	yes
7281	Dichelostemma congestum	0	2000	no	yes
7282	Dichelostemma ida-maia	30	2000	no	yes
7283	Dichelostemma multiflorum	15	2000	no	yes
7284	Dichelostemma volubile	100	1600	yes	yes
7285	Disporum hookeri	0	1600	no	yes
7286	Disporum smithii	0	800	no	yes
7287	Erythronium californicum	0	1900	yes	yes
7288	Erythronium citrinum	100	1100	no	yes
7289	Erythronium grandiflorum	1400	2300	no	yes
7290	Erythronium helenae	500	1200	yes	yes
7291	Erythronium hendersonii	300	1600	no	yes
7292	Erythronium klamathense	1200	1850	no	yes
7293	Erythronium multiscapoideum	400	1000	yes	yes
7294	Erythronium oregonum	100	500	no	yes
7295	Erythronium pluriflorum	2300	2550	yes	yes
7296	Erythronium purpurascens	1500	2700	yes	yes
7297	Erythronium pusaterii	2100	2500	yes	yes
7298	Erythronium revolutum	0	1000	no	yes
7299	Erythronium tuolumnense	600	950	yes	yes
7300	Fritillaria affinis	0	1800	no	yes
7301	Fritillaria affinis var. affinis	0	1800	yes	yes
7302	Fritillaria affinis var. tristulis	0	100	yes	yes
7303	Fritillaria agrestis	0	500	yes	yes
7304	Fritillaria atropurpurea	1000	3200	no	yes
7305	Fritillaria biflora	0	1200	no	yes
7306	Fritillaria biflora var. biflora	0	1200	yes	yes
7307	Fritillaria biflora var. ineziana	100	200	yes	yes
7308	Fritillaria brandegeei	1500	2100	yes	yes
7309	Fritillaria eastwoodiae	500	1500	yes	yes
7310	Fritillaria falcata	300	1200	yes	yes
7311	Fritillaria glauca	600	2100	no	yes
7312	Fritillaria liliacea	0	200	yes	yes
7313	Fritillaria micrantha	300	1800	yes	yes
7314	Fritillaria ojaiensis	300	500	yes	yes
7315	Fritillaria pinetorum	1800	3200	yes	yes
7316	Fritillaria pluriflora	0	500	yes	yes
7317	Fritillaria pudica	0	2100	no	yes
7318	Fritillaria purdyi	400	2100	yes	yes
7319	Fritillaria recurva	300	2200	no	yes
7320	Fritillaria striata	0	1000	yes	yes
7321	Fritillaria viridea	200	1500	yes	yes
7322	Hastingsia alba	500	2300	no	yes
7323	Hastingsia serpentinicola	1800	2200	no	yes
7324	Hesperocallis undulata	0	800	no	yes
7325	Ipheion uniflorum	0	300	no	no
7326	Leucocrinum montanum	1000	1500	no	yes
7327	Lilium bolanderi	150	1600	yes	yes
7328	Lilium columbianum	0	1300	no	yes
7329	Lilium humboldtii	0	1800	no	yes
7330	Lilium humboldtii ssp. humboldtii	600	1100	yes	yes
7331	Lilium humboldtii ssp. ocellatum	0	1800	yes	yes
7332	Lilium kelleyanum	2200	3000	yes	yes
7333	Lilium kelloggii	175	1300	yes	yes
7334	Lilium maritimum	0	150	yes	yes
7335	Lilium occidentale	0	100	yes	yes
7336	Lilium pardalinum	0	2000	no	yes
7337	Lilium pardalinum ssp. pardalinum	0	1700	yes	yes
7338	Lilium pardalinum ssp. pitkinense	35	60	yes	yes
7339	Lilium pardalinum ssp. shastense	1000	1800	yes	yes
7340	Lilium pardalinum ssp. vollmeri	150	1300	yes	yes
7341	Lilium pardalinum ssp. wigginsii	800	2000	yes	yes
7342	Lilium parryi	1300	2600	yes	yes
7343	Lilium parvum	1400	2900	yes	yes
7344	Lilium rubescens	30	1500	yes	yes
7345	Lilium washingtonianum	400	2200	no	yes
7346	Lilium washingtonianum ssp. purpurascens	400	1800	no	yes
7347	Lilium washingtonianum ssp. washingtonianum	1200	2200	yes	yes
7348	Maianthemum dilatatum	0	500	no	yes
7349	Muilla clevelandii	0	50	yes	yes
7350	Muilla coronata	1000	1600	no	yes
7351	Muilla maritima	0	2300	no	yes
7352	Muilla transmontana	1200	2300	no	yes
7353	Muscari botryoides	0	200	no	no
7354	Narthecium californicum	700	2600	yes	yes
7355	Nolina bigelovii	300	1500	no	yes
7356	Nolina interrata	200	700	yes	yes
7357	Nolina parryi	900	2100	no	yes
7358	Nothoscordum gracile	0	100	no	no
7359	Odontostomum hartwegii	0	600	yes	yes
7360	Scoliopus bigelovii	0	1100	yes	yes
7361	Smilacina racemosa	0	2000	no	yes
7362	Smilacina stellata	0	2400	no	yes
7363	Smilax californica	0	1600	yes	yes
7364	Smilax jamesii	1500	2500	yes	yes
7365	Stenanthium occidentale	1500	1900	no	yes
7366	Streptopus amplexifolius var. americanus	250	1700	no	yes
7367	Tofieldia occidentalis ssp. occidentalis	0	3100	no	yes
7368	Trillium albidum	0	2000	no	yes
7369	Trillium angustipetalum	30	2000	no	yes
7370	Trillium chloropetalum	100	2000	yes	yes
7371	Trillium ovatum	10	2000	no	yes
7372	Trillium ovatum ssp. oettingeri	1200	2000	yes	yes
7373	Trillium ovatum ssp. ovatum	10	1600	yes	yes
7374	Trillium rivale	40	1500	yes	yes
7375	Triteleia bridgesii	0	100	yes	yes
7376	Triteleia clementina	0	150	yes	yes
7377	Triteleia crocea	650	2200	no	yes
7378	Triteleia crocea var. crocea	650	2200	yes	yes
7379	Triteleia crocea var. modesta	1200	2000	yes	yes
7380	Triteleia dudleyi	3000	3500	yes	yes
7381	Triteleia grandiflora var. howellii	650	750	no	yes
7382	Triteleia hyacinthina	0	2000	no	yes
7383	Triteleia ixioides	0	3000	no	yes
7384	Triteleia ixioides ssp. anilina	600	3000	yes	yes
7385	Triteleia ixioides ssp. cookii	0	500	yes	yes
7386	Triteleia ixioides ssp. ixioides	0	300	yes	yes
7387	Triteleia ixioides ssp. scabra	150	2200	yes	yes
7388	Triteleia laxa	0	1500	yes	yes
7389	Triteleia lilacina	70	150	yes	yes
7390	Triteleia lugens	100	1000	yes	yes
7391	Triteleia montana	1200	3000	yes	yes
7392	Triteleia peduncularis	0	800	yes	yes
7393	Veratrum californicum var. californicum	1000	3500	no	yes
7394	Veratrum fimbriatum	0	100	yes	yes
7395	Veratrum insolitum	900	4300	no	yes
7396	Veratrum viride	1500	2000	no	yes
7397	Xerophyllum tenax	0	2300	no	yes
7398	Yucca baccata	800	1300	no	yes
7399	Yucca brevifolia	500	2000	no	yes
7400	Yucca schidigera	0	2500	no	yes
7401	Yucca whipplei	0	2500	no	yes
7402	Zigadenus brevibracteatus	600	1800	no	yes
7403	Zigadenus exaltatus	600	1500	yes	yes
7404	Zigadenus fremontii	0	1000	yes	yes
7405	Zigadenus micranthus	0	1000	no	yes
7406	Zigadenus micranthus var. fontanus	0	500	yes	yes
7407	Zigadenus micranthus var. micranthus	0	1000	yes	yes
7408	Zigadenus paniculatus	1200	2300	no	yes
7409	Zigadenus venenosus var. venenosus	0	2600	no	yes
7410	Calypso bulbosa	0	1800	no	yes
7411	Cephalanthera austiniae	300	2200	no	yes
7412	Corallorhiza maculata	0	2800	no	no
7413	Corallorhiza mertensiana	0	2200	no	no
7414	Corallorhiza striata	100	2200	no	no
7415	Corallorhiza trifida	1400	1700	no	no
7416	Cypripedium californicum	50	2200	yes	yes
7417	Cypripedium fasciculatum	100	1700	no	yes
7418	Cypripedium montanum	200	2200	no	yes
7419	Epipactis gigantea	0	2600	no	yes
7420	Epipactis helleborine	0	1300	no	no
7421	Goodyera oblongifolia	500	2200	no	yes
7422	Listera caurina	100	1800	no	yes
7423	Listera convallarioides	1000	2900	no	yes
7424	Listera cordata	100	1300	no	yes
7425	Malaxis monophyllos ssp. brachypoda	2200	2700	no	yes
7426	Piperia candida	0	1300	no	yes
7427	Piperia cooperi	0	1500	yes	yes
7428	Piperia elegans	0	500	no	yes
7429	Piperia elongata	0	2200	no	yes
7430	Piperia leptopetala	0	2200	no	yes
7431	Piperia michaelii	0	700	yes	yes
7432	Piperia transversa	0	2600	no	yes
7433	Piperia unalascensis	0	3000	no	yes
7434	Piperia yadonii	0	150	yes	yes
7435	Platanthera hyperborea	1800	3200	no	yes
7436	Platanthera leucostachys	0	3400	no	yes
7437	Platanthera sparsiflora	300	3400	no	yes
7438	Platanthera stricta	1000	2300	no	yes
7439	Spiranthes porrifolia	0	2500	no	yes
7440	Spiranthes romanzoffiana	0	3300	no	yes
7441	Achnatherum aridum	1200	1550	no	yes
7442	Achnatherum brachychaetum	0	300	no	no
7443	Achnatherum coronatum	0	1550	yes	yes
7444	Achnatherum diegoense	0	350	yes	yes
7445	Achnatherum hymenoides	0	3400	no	yes
7446	Achnatherum latiglume	1300	2250	yes	yes
7447	Achnatherum lemmonii ssp. lemmonii	0	2300	no	yes
7448	Achnatherum lettermanii	1700	3400	no	yes
7449	Achnatherum nelsonii ssp. dorei	500	3500	no	yes
7450	Achnatherum nevadense	0	3100	no	yes
7451	Achnatherum occidentale	150	3400	no	yes
7452	Achnatherum occidentale ssp. californicum	150	3100	no	yes
7453	Achnatherum occidentale ssp. occidentale	3000	3400	no	yes
7454	Achnatherum occidentale ssp. pubescens	150	3100	no	yes
7455	Achnatherum parishii	900	2700	no	yes
7456	Achnatherum pinetorum	1900	3810	no	yes
7457	Achnatherum speciosum	0	2200	no	yes
7458	Achnatherum stillmanii	900	1550	yes	yes
7459	Achnatherum thurberianum	1500	2600	no	yes
7460	Achnatherum webberi	1500	3000	no	yes
7461	Aegilops cylindrica	0	1500	no	no
7462	Aegilops ovata	0	500	no	no
7463	Aegilops triuncialis	0	1000	no	no
7464	Agropyron desertorum	600	1500	no	no
7465	Agrostis avenacea	0	300	no	no
7466	Agrostis blasdalei	0	100	yes	yes
7467	Agrostis capillaris	0	1000	no	no
7468	Agrostis densiflora	0	200	yes	yes
7469	Agrostis elliottiana	0	500	no	yes
7470	Agrostis exarata	0	2000	no	yes
7471	Agrostis gigantea	0	2000	no	no
7472	Agrostis hallii	0	1500	yes	yes
7473	Agrostis hendersonii	0	300	yes	yes
7474	Agrostis hooveri	0	600	yes	yes
7475	Agrostis humilis	2700	3200	no	yes
7476	Agrostis idahoensis	0	3500	no	yes
7477	Agrostis microphylla	0	200	no	yes
7478	Agrostis oregonensis	0	2100	no	yes
7479	Agrostis pallens	200	3500	no	yes
7480	Agrostis scabra	1000	3100	no	yes
7481	Agrostis semiverticillata	0	2000	no	no
7482	Agrostis stolonifera	0	1000	no	no
7483	Agrostis tandilensis	0	100	no	no
7484	Agrostis thurberiana	1300	3500	no	yes
7485	Agrostis variabilis	1600	4000	no	yes
7486	Aira caryophyllea	0	1900	no	no
7487	Aira elegantissima	0	300	no	no
7488	Aira praecox	0	100	no	no
7489	Alopecurus aequalis	100	3500	no	yes
7490	Alopecurus carolinianus	50	1400	no	yes
7491	Alopecurus geniculatus	0	1550	no	yes
7492	Alopecurus myosuroides	0	100	no	no
7493	Alopecurus pratensis	100	1700	no	no
7494	Alopecurus saccatus	0	700	no	yes
7495	Ammophila arenaria	0	20	no	no
7496	Ampelodesmos mauritanica	0	1000	no	no
7497	Andropogon glomeratus var. scabriglumis	0	600	no	yes
7498	Andropogon virginicus var. virginicus	0	300	no	no
7499	Anthoxanthum aristatum	0	200	no	no
7500	Anthoxanthum odoratum	0	1100	no	no
7501	Apera interrupta	1220	1700	no	no
7502	Apera spica-venti	90	430	no	no
7503	Aristida adscensionis	0	1400	no	yes
7504	Aristida californica var. californica	0	150	no	yes
7505	Aristida divaricata	0	1000	no	yes
7506	Aristida oligantha	0	1000	no	yes
7507	Aristida purpurea	0	2000	no	yes
7508	Aristida purpurea var. fendleriana	1000	2000	no	yes
7509	Aristida purpurea var. longiseta	300	1600	no	yes
7510	Aristida purpurea var. nealleyi	200	2000	no	yes
7511	Aristida purpurea var. parishii	300	1300	no	yes
7512	Aristida purpurea var. purpurea	250	800	no	yes
7513	Aristida purpurea var. wrightii	500	1800	no	yes
7514	Aristida ternipes var. hamulosa	100	1350	no	yes
7515	Arrhenatherum elatius	30	1800	no	no
7516	Arundo donax	0	500	no	no
7517	Avena barbata	40	1200	no	no
7518	Avena fatua	25	1220	no	no
7519	Avena sativa	20	1100	no	no
7520	Avena strigosa	10	30	no	no
7521	Avena sterilis	30	120	no	no
7522	Axonopus affinis	0	200	no	no
7523	Beckmannia syzigachne	0	1500	no	yes
7524	Blepharidachne kingii	1350	1600	no	yes
7525	Bothriochloa barbinodis	0	1200	no	yes
7526	Bothriochloa ischaemum var. songarica	950	1050	no	no
