id	taxon	trait	value	units	created.by	created.date
11663	Swertia perennis	High elevation	3200	m	D. Ackerly	7/21/06
11664	Swertia puberulenta	High elevation	3400	m	D. Ackerly	7/21/06
11665	Swertia radiata	High elevation	3000	m	D. Ackerly	7/21/06
11666	Swertia tubulosa	High elevation	2700	m	D. Ackerly	7/21/06
11667	Erodium botrys	High elevation	1000	m	D. Ackerly	7/21/06
11668	Erodium brachycarpum	High elevation	1000	m	D. Ackerly	7/21/06
11669	Erodium cicutarium	High elevation	2000	m	D. Ackerly	7/21/06
11670	Erodium cygnorum	High elevation	500	m	D. Ackerly	7/21/06
11671	Erodium macrophyllum	High elevation	1200	m	D. Ackerly	7/21/06
11672	Erodium malacoides	High elevation	500	m	D. Ackerly	7/21/06
11673	Erodium moschatum	High elevation	1500	m	D. Ackerly	7/21/06
11674	Erodium texanum	High elevation	1500	m	D. Ackerly	7/21/06
11675	Geranium anemonifolium	High elevation	200	m	D. Ackerly	7/21/06
11676	Geranium bicknellii	High elevation	1500	m	D. Ackerly	7/21/06
11677	Geranium californicum	High elevation	2800	m	D. Ackerly	7/21/06
11678	Geranium carolinianum	High elevation	1700	m	D. Ackerly	7/21/06
11679	Geranium dissectum	High elevation	1200	m	D. Ackerly	7/21/06
11680	Geranium molle	High elevation	1000	m	D. Ackerly	7/21/06
11681	Geranium oreganum	High elevation	1800	m	D. Ackerly	7/21/06
11682	Geranium potentilloides	High elevation	500	m	D. Ackerly	7/21/06
11683	Geranium pusillum	High elevation	500	m	D. Ackerly	7/21/06
11684	Geranium retrorsum	High elevation	500	m	D. Ackerly	7/21/06
11685	Geranium richardsonii	High elevation	2700	m	D. Ackerly	7/21/06
11686	Geranium robertianum	High elevation	100	m	D. Ackerly	7/21/06
11687	Geranium viscosissimum	High elevation	2500	m	D. Ackerly	7/21/06
11688	Pelargonium X-domesticum	High elevation	300	m	D. Ackerly	7/21/06
11689	Pelargonium grossularioides	High elevation	300	m	D. Ackerly	7/21/06
11690	Pelargonium X-hortorum	High elevation	300	m	D. Ackerly	7/21/06
11691	Pelargonium inquinans	High elevation	300	m	D. Ackerly	7/21/06
11692	Pelargonium panduriforme	High elevation	300	m	D. Ackerly	7/21/06
11693	Pelargonium peltatum	High elevation	300	m	D. Ackerly	7/21/06
11694	Pelargonium quercifolium	High elevation	300	m	D. Ackerly	7/21/06
11695	Pelargonium vitifolium	High elevation	300	m	D. Ackerly	7/21/06
11696	Pelargonium zonale	High elevation	300	m	D. Ackerly	7/21/06
11697	Ribes amarum	High elevation	1600	m	D. Ackerly	7/21/06
11698	Ribes aureum	High elevation	3000	m	D. Ackerly	7/21/06
11699	Ribes aureum var. aureum	High elevation	3000	m	D. Ackerly	7/21/06
11700	Ribes aureum var. gracillimum	High elevation	3000	m	D. Ackerly	7/21/06
11701	Ribes binominatum	High elevation	2600	m	D. Ackerly	7/21/06
11702	Ribes bracteosum	High elevation	1400	m	D. Ackerly	7/21/06
11703	Ribes californicum	High elevation	1000	m	D. Ackerly	7/21/06
11704	Ribes californicum var. californicum	High elevation	300	m	D. Ackerly	7/21/06
11705	Ribes californicum var. hesperium	High elevation	1000	m	D. Ackerly	7/21/06
11706	Ribes canthariforme	High elevation	1200	m	D. Ackerly	7/21/06
11707	Ribes cereum	High elevation	4000	m	D. Ackerly	7/21/06
11708	Ribes cereum var. cereum	High elevation	4000	m	D. Ackerly	7/21/06
11709	Ribes cereum var. inebrians	High elevation	4000	m	D. Ackerly	7/21/06
11710	Ribes divaricatum	High elevation	700	m	D. Ackerly	7/21/06
11711	Ribes divaricatum var. parishii	High elevation	200	m	D. Ackerly	7/21/06
11712	Ribes divaricatum var. pubiflorum	High elevation	700	m	D. Ackerly	7/21/06
11713	Ribes hudsonianum var. petiolare	High elevation	1600	m	D. Ackerly	7/21/06
11714	Ribes indecorum	High elevation	2000	m	D. Ackerly	7/21/06
11715	Ribes inerme	High elevation	3300	m	D. Ackerly	7/21/06
11716	Ribes inerme var. inerme	High elevation	3300	m	D. Ackerly	7/21/06
11717	Ribes inerme var. klamathense	High elevation	1500	m	D. Ackerly	7/21/06
11718	Ribes lacustre	High elevation	1800	m	D. Ackerly	7/21/06
11719	Ribes lasianthum	High elevation	3100	m	D. Ackerly	7/21/06
11720	Ribes laxiflorum	High elevation	300	m	D. Ackerly	7/21/06
11721	Ribes lobbii	High elevation	2000	m	D. Ackerly	7/21/06
11722	Ribes malvaceum	High elevation	1500	m	D. Ackerly	7/21/06
11723	Ribes malvaceum var. malvaceum	High elevation	800	m	D. Ackerly	7/21/06
11724	Ribes malvaceum var. viridifolium	High elevation	1500	m	D. Ackerly	7/21/06
11725	Ribes marshallii	High elevation	2100	m	D. Ackerly	7/21/06
11726	Ribes menziesii	High elevation	300	m	D. Ackerly	7/21/06
11727	Ribes montigenum	High elevation	4800	m	D. Ackerly	7/21/06
11728	Ribes nevadense	High elevation	1300	m	D. Ackerly	7/21/06
11729	Ribes quercetorum	High elevation	1400	m	D. Ackerly	7/21/06
11730	Ribes roezlii	High elevation	2800	m	D. Ackerly	7/21/06
11731	Ribes roezlii var. amictum	High elevation	2300	m	D. Ackerly	7/21/06
11732	Ribes roezlii var. cruentum	High elevation	2300	m	D. Ackerly	7/21/06
11733	Ribes roezlii var. roezlii	High elevation	2800	m	D. Ackerly	7/21/06
11734	Ribes sanguineum	High elevation	2200	m	D. Ackerly	7/21/06
11735	Ribes sanguineum var. glutinosum	High elevation	1000	m	D. Ackerly	7/21/06
11736	Ribes sanguineum var. sanguineum	High elevation	2200	m	D. Ackerly	7/21/06
11737	Ribes sericeum	High elevation	800	m	D. Ackerly	7/21/06
11738	Ribes speciosum	High elevation	500	m	D. Ackerly	7/21/06
11739	Ribes thacherianum	High elevation	300	m	D. Ackerly	7/21/06
11740	Ribes tularense	High elevation	1800	m	D. Ackerly	7/21/06
11741	Ribes velutinum	High elevation	2500	m	D. Ackerly	7/21/06
11742	Ribes viburnifolium	High elevation	300	m	D. Ackerly	7/21/06
11743	Ribes victoris	High elevation	300	m	D. Ackerly	7/21/06
11744	Ribes viscosissimum	High elevation	3000	m	D. Ackerly	7/21/06
11745	Gunnera tinctoria	High elevation	100	m	D. Ackerly	7/21/06
11746	Haloragis erecta	High elevation	100	m	D. Ackerly	7/21/06
11747	Myriophyllum aquaticum	High elevation	500	m	D. Ackerly	7/21/06
11748	Myriophyllum hippuroides	High elevation	1100	m	D. Ackerly	7/21/06
11749	Myriophyllum sibiricum	High elevation	2600	m	D. Ackerly	7/21/06
11750	Myriophyllum spicatum	High elevation	200	m	D. Ackerly	7/21/06
11751	Myriophyllum verticillatum	High elevation	1500	m	D. Ackerly	7/21/06
11752	Aesculus californica	High elevation	1700	m	D. Ackerly	7/21/06
11753	Hippuris vulgaris	High elevation	2700	m	D. Ackerly	7/21/06
11754	Draperia systyla	High elevation	3000	m	D. Ackerly	7/21/06
11755	Emmenanthe penduliflora	High elevation	2200	m	D. Ackerly	7/21/06
11756	Emmenanthe penduliflora var. penduliflora	High elevation	2200	m	D. Ackerly	7/21/06
11757	Emmenanthe penduliflora var. rosea	High elevation	1800	m	D. Ackerly	7/21/06
11758	Eriodictyon altissimum	High elevation	4100	m	D. Ackerly	7/21/06
11759	Eriodictyon angustifolium	High elevation	1900	m	D. Ackerly	7/21/06
11760	Eriodictyon californicum	High elevation	1900	m	D. Ackerly	7/21/06
11761	Eriodictyon capitatum	High elevation	900	m	D. Ackerly	7/21/06
11762	Eriodictyon crassifolium	High elevation	2500	m	D. Ackerly	7/21/06
11763	Eriodictyon crassifolium var. crassifolium	High elevation	1600	m	D. Ackerly	7/21/06
11764	Eriodictyon crassifolium var. nigrescens	High elevation	2500	m	D. Ackerly	7/21/06
11765	Eriodictyon tomentosum	High elevation	1400	m	D. Ackerly	7/21/06
11766	Eriodictyon traskiae	High elevation	1300	m	D. Ackerly	7/21/06
11767	Eriodictyon trichocalyx	High elevation	2800	m	D. Ackerly	7/21/06
11768	Eriodictyon trichocalyx var. lanatum	High elevation	1300	m	D. Ackerly	7/21/06
11769	Eriodictyon trichocalyx var. trichocalyx	High elevation	2800	m	D. Ackerly	7/21/06
11770	Eucrypta chrysanthemifolia	High elevation	2300	m	D. Ackerly	7/21/06
11771	Eucrypta chrysanthemifolia var. bipinnatifida	High elevation	2300	m	D. Ackerly	7/21/06
11772	Eucrypta chrysanthemifolia var. chrysanthemifolia	High elevation	1000	m	D. Ackerly	7/21/06
11773	Eucrypta micrantha	High elevation	2500	m	D. Ackerly	7/21/06
11774	Hesperochiron californicus	High elevation	2900	m	D. Ackerly	7/21/06
11775	Hesperochiron pumilus	High elevation	3000	m	D. Ackerly	7/21/06
11776	Hydrophyllum capitatum var. alpinum	High elevation	2500	m	D. Ackerly	7/21/06
11777	Hydrophyllum fendleri var. albifrons	High elevation	2000	m	D. Ackerly	7/21/06
11778	Hydrophyllum occidentale	High elevation	3000	m	D. Ackerly	7/21/06
11779	Hydrophyllum tenuipes	High elevation	1500	m	D. Ackerly	7/21/06
11780	Nama aretioides	High elevation	2300	m	D. Ackerly	7/21/06
11781	Nama aretioides var. californicum	High elevation	1700	m	D. Ackerly	7/21/06
11782	Nama aretioides var. multiflorum	High elevation	2300	m	D. Ackerly	7/21/06
11783	Nama californicum	High elevation	2400	m	D. Ackerly	7/21/06
11784	Nama demissum	High elevation	1600	m	D. Ackerly	7/21/06
11785	Nama demissum var. covillei	High elevation	500	m	D. Ackerly	7/21/06
11786	Nama demissum var. demissum	High elevation	1600	m	D. Ackerly	7/21/06
11787	Nama densum	High elevation	3400	m	D. Ackerly	7/21/06
11788	Nama densum var. densum	High elevation	3400	m	D. Ackerly	7/21/06
11789	Nama densum var. parviflorum	High elevation	1800	m	D. Ackerly	7/21/06
11790	Nama depressum	High elevation	1600	m	D. Ackerly	7/21/06
11791	Nama dichotomum var. dichotomum	High elevation	2200	m	D. Ackerly	7/21/06
11792	Nama hispidum var. spathulatum	High elevation	600	m	D. Ackerly	7/21/06
11793	Nama lobbii	High elevation	2200	m	D. Ackerly	7/21/06
11794	Nama pusillum	High elevation	1700	m	D. Ackerly	7/21/06
11795	Nama rothrockii	High elevation	4000	m	D. Ackerly	7/21/06
11796	Nama stenocarpum	High elevation	500	m	D. Ackerly	7/21/06
11797	Nemophila breviflora	High elevation	2200	m	D. Ackerly	7/21/06
11798	Nemophila heterophylla	High elevation	1700	m	D. Ackerly	7/21/06
11799	Nemophila maculata	High elevation	3100	m	D. Ackerly	7/21/06
11800	Nemophila menziesii	High elevation	1900	m	D. Ackerly	7/21/06
11801	Nemophila menziesii var. atomaria	High elevation	1500	m	D. Ackerly	7/21/06
11802	Nemophila menziesii var. integrifolia	High elevation	1900	m	D. Ackerly	7/21/06
11803	Nemophila menziesii var. menziesii	High elevation	1600	m	D. Ackerly	7/21/06
11804	Nemophila parviflora	High elevation	2300	m	D. Ackerly	7/21/06
11805	Nemophila parviflora var. austiniae	High elevation	2300	m	D. Ackerly	7/21/06
11806	Nemophila parviflora var. parviflora	High elevation	1600	m	D. Ackerly	7/21/06
11807	Nemophila parviflora var. quercifolia	High elevation	2200	m	D. Ackerly	7/21/06
11808	Nemophila pedunculata	High elevation	2400	m	D. Ackerly	7/21/06
11809	Nemophila pulchella	High elevation	1900	m	D. Ackerly	7/21/06
11810	Nemophila pulchella var. fremontii	High elevation	1400	m	D. Ackerly	7/21/06
11811	Nemophila pulchella var. gracilis	High elevation	1000	m	D. Ackerly	7/21/06
11812	Nemophila pulchella var. pulchella	High elevation	1900	m	D. Ackerly	7/21/06
11813	Nemophila spatulata	High elevation	3200	m	D. Ackerly	7/21/06
11814	Phacelia adenophora	High elevation	2600	m	D. Ackerly	7/21/06
11815	Phacelia affinis	High elevation	3400	m	D. Ackerly	7/21/06
11816	Phacelia amabilis	High elevation	700	m	D. Ackerly	7/21/06
11817	Phacelia anelsonii	High elevation	1500	m	D. Ackerly	7/21/06
11818	Phacelia argentea	High elevation	100	m	D. Ackerly	7/21/06
11819	Phacelia austromontana	High elevation	3000	m	D. Ackerly	7/21/06
11820	Phacelia barnebyana	High elevation	2700	m	D. Ackerly	7/21/06
11821	Phacelia bicolor var. bicolor	High elevation	3400	m	D. Ackerly	7/21/06
11822	Phacelia bolanderi	High elevation	1400	m	D. Ackerly	7/21/06
11823	Phacelia brachyloba	High elevation	2300	m	D. Ackerly	7/21/06
11824	Phacelia breweri	High elevation	1400	m	D. Ackerly	7/21/06
11825	Phacelia californica	High elevation	1000	m	D. Ackerly	7/21/06
11826	Phacelia calthifolia	High elevation	1000	m	D. Ackerly	7/21/06
11827	Phacelia campanularia	High elevation	1600	m	D. Ackerly	7/21/06
11828	Phacelia campanularia ssp. campanularia	High elevation	1600	m	D. Ackerly	7/21/06
11829	Phacelia campanularia ssp. vasiformis	High elevation	1600	m	D. Ackerly	7/21/06
11830	Phacelia cicutaria	High elevation	1400	m	D. Ackerly	7/21/06
11831	Phacelia cicutaria var. cicutaria	High elevation	1400	m	D. Ackerly	7/21/06
11832	Phacelia cicutaria var. hispida	High elevation	1400	m	D. Ackerly	7/21/06
11833	Phacelia cicutaria var. hubbyi	High elevation	1000	m	D. Ackerly	7/21/06
11834	Phacelia ciliata	High elevation	1700	m	D. Ackerly	7/21/06
11835	Phacelia coerulea	High elevation	2000	m	D. Ackerly	7/21/06
11836	Phacelia congdonii	High elevation	1700	m	D. Ackerly	7/21/06
11837	Phacelia cookei	High elevation	1700	m	D. Ackerly	7/21/06
11838	Phacelia corymbosa	High elevation	2600	m	D. Ackerly	7/21/06
11839	Phacelia crenulata	High elevation	2200	m	D. Ackerly	7/21/06
11840	Phacelia crenulata var. ambigua	High elevation	1600	m	D. Ackerly	7/21/06
11841	Phacelia crenulata var. crenulata	High elevation	2200	m	D. Ackerly	7/21/06
11842	Phacelia crenulata var. minutiflora	High elevation	500	m	D. Ackerly	7/21/06
11843	Phacelia cryptantha	High elevation	1900	m	D. Ackerly	7/21/06
11844	Phacelia curvipes	High elevation	2700	m	D. Ackerly	7/21/06
11845	Phacelia dalesiana	High elevation	2000	m	D. Ackerly	7/21/06
11846	Phacelia davidsonii	High elevation	2500	m	D. Ackerly	7/21/06
11847	Phacelia distans	High elevation	2100	m	D. Ackerly	7/21/06
11848	Phacelia divaricata	High elevation	1500	m	D. Ackerly	7/21/06
11849	Phacelia douglasii	High elevation	1700	m	D. Ackerly	7/21/06
11850	Phacelia egena	High elevation	2500	m	D. Ackerly	7/21/06
11851	Phacelia eisenii	High elevation	3400	m	D. Ackerly	7/21/06
11852	Phacelia exilis	High elevation	2700	m	D. Ackerly	7/21/06
11853	Phacelia floribunda	High elevation	500	m	D. Ackerly	7/21/06
11854	Phacelia fremontii	High elevation	2300	m	D. Ackerly	7/21/06
11855	Phacelia glandulifera	High elevation	2500	m	D. Ackerly	7/21/06
11856	Phacelia grandiflora	High elevation	900	m	D. Ackerly	7/21/06
11857	Phacelia greenei	High elevation	1500	m	D. Ackerly	7/21/06
11858	Phacelia grisea	High elevation	1200	m	D. Ackerly	7/21/06
11859	Phacelia gymnoclada	High elevation	2300	m	D. Ackerly	7/21/06
11860	Phacelia hastata	High elevation	4000	m	D. Ackerly	7/21/06
11861	Phacelia hastata ssp. compacta	High elevation	4000	m	D. Ackerly	7/21/06
11862	Phacelia hastata ssp. hastata	High elevation	2400	m	D. Ackerly	7/21/06
11863	Phacelia heterophylla ssp. virgata	High elevation	2900	m	D. Ackerly	7/21/06
11864	Phacelia humilis	High elevation	2300	m	D. Ackerly	7/21/06
11865	Phacelia humilis var. dudleyi	High elevation	1700	m	D. Ackerly	7/21/06
11866	Phacelia humilis var. humilis	High elevation	2300	m	D. Ackerly	7/21/06
11867	Phacelia hydrophylloides	High elevation	3100	m	D. Ackerly	7/21/06
11868	Phacelia imbricata	High elevation	2600	m	D. Ackerly	7/21/06
11869	Phacelia imbricata ssp. imbricata	High elevation	2300	m	D. Ackerly	7/21/06
11870	Phacelia imbricata ssp. patula	High elevation	2600	m	D. Ackerly	7/21/06
11871	Phacelia insularis	High elevation	100	m	D. Ackerly	7/21/06
11872	Phacelia insularis var. continentis	High elevation	100	m	D. Ackerly	7/21/06
11873	Phacelia insularis var. insularis	High elevation	100	m	D. Ackerly	7/21/06
11874	Phacelia inundata	High elevation	2000	m	D. Ackerly	7/21/06
11875	Phacelia inyoensis	High elevation	3200	m	D. Ackerly	7/21/06
11876	Phacelia ivesiana	High elevation	1000	m	D. Ackerly	7/21/06
11877	Phacelia ixodes	High elevation	100	m	D. Ackerly	7/21/06
11878	Phacelia lemmonii	High elevation	2300	m	D. Ackerly	7/21/06
11879	Phacelia leonis	High elevation	1900	m	D. Ackerly	7/21/06
11880	Phacelia linearis	High elevation	2000	m	D. Ackerly	7/21/06
11881	Phacelia longipes	High elevation	1900	m	D. Ackerly	7/21/06
11882	Phacelia lyonii	High elevation	500	m	D. Ackerly	7/21/06
11883	Phacelia malvifolia	High elevation	1400	m	D. Ackerly	7/21/06
11884	Phacelia marcescens	High elevation	2400	m	D. Ackerly	7/21/06
11885	Phacelia minor	High elevation	1600	m	D. Ackerly	7/21/06
11886	Phacelia mohavensis	High elevation	2500	m	D. Ackerly	7/21/06
11887	Phacelia monoensis	High elevation	2900	m	D. Ackerly	7/21/06
11888	Phacelia mustelina	High elevation	2100	m	D. Ackerly	7/21/06
11889	Phacelia mutabilis	High elevation	3100	m	D. Ackerly	7/21/06
11890	Phacelia nashiana	High elevation	2200	m	D. Ackerly	7/21/06
11891	Phacelia neglecta	High elevation	1000	m	D. Ackerly	7/21/06
11892	Phacelia nemoralis	High elevation	800	m	D. Ackerly	7/21/06
11893	Phacelia nemoralis ssp. nemoralis	High elevation	700	m	D. Ackerly	7/21/06
11894	Phacelia nemoralis ssp. oregonensis	High elevation	800	m	D. Ackerly	7/21/06
11895	Phacelia novenmillensis	High elevation	2200	m	D. Ackerly	7/21/06
11896	Phacelia orogenes	High elevation	3400	m	D. Ackerly	7/21/06
11897	Phacelia pachyphylla	High elevation	1000	m	D. Ackerly	7/21/06
11898	Phacelia parishii	High elevation	1200	m	D. Ackerly	7/21/06
11899	Phacelia parryi	High elevation	2400	m	D. Ackerly	7/21/06
11900	Phacelia pedicellata	High elevation	1400	m	D. Ackerly	7/21/06
11901	Phacelia peirsoniana	High elevation	2700	m	D. Ackerly	7/21/06
11902	Phacelia perityloides	High elevation	2300	m	D. Ackerly	7/21/06
11903	Phacelia perityloides var. jaegeri	High elevation	2300	m	D. Ackerly	7/21/06
11904	Phacelia perityloides var. perityloides	High elevation	2300	m	D. Ackerly	7/21/06
11905	Phacelia phacelioides	High elevation	1200	m	D. Ackerly	7/21/06
11906	Phacelia platyloba	High elevation	1200	m	D. Ackerly	7/21/06
11907	Phacelia pringlei	High elevation	2700	m	D. Ackerly	7/21/06
11908	Phacelia procera	High elevation	2200	m	D. Ackerly	7/21/06
11909	Phacelia pulchella var. gooddingii	High elevation	1000	m	D. Ackerly	7/21/06
11910	Phacelia purpusii	High elevation	2300	m	D. Ackerly	7/21/06
11911	Phacelia quickii	High elevation	2400	m	D. Ackerly	7/21/06
11912	Phacelia racemosa	High elevation	3000	m	D. Ackerly	7/21/06
11913	Phacelia ramosissima	High elevation	3100	m	D. Ackerly	7/21/06
11914	Phacelia ramosissima var. austrolitoralis	High elevation	300	m	D. Ackerly	7/21/06
11915	Phacelia ramosissima var. eremophila	High elevation	2800	m	D. Ackerly	7/21/06
11916	Phacelia ramosissima var. latifolia	High elevation	2500	m	D. Ackerly	7/21/06
11917	Phacelia ramosissima var. montereyensis	High elevation	100	m	D. Ackerly	7/21/06
11918	Phacelia ramosissima var. ramosissima	High elevation	2800	m	D. Ackerly	7/21/06
11919	Phacelia ramosissima var. subglabra	High elevation	3100	m	D. Ackerly	7/21/06
11920	Phacelia rattanii	High elevation	1400	m	D. Ackerly	7/21/06
11921	Phacelia rotundifolia	High elevation	2000	m	D. Ackerly	7/21/06
11922	Phacelia saxicola	High elevation	2300	m	D. Ackerly	7/21/06
11923	Phacelia sericea var. ciliosa	High elevation	2700	m	D. Ackerly	7/21/06
11924	Phacelia stebbinsii	High elevation	1600	m	D. Ackerly	7/21/06
11925	Phacelia stellaris	High elevation	400	m	D. Ackerly	7/21/06
11926	Phacelia suaveolens	High elevation	1700	m	D. Ackerly	7/21/06
11927	Phacelia suaveolens var. keckii	High elevation	1600	m	D. Ackerly	7/21/06
11928	Phacelia suaveolens var. suaveolens	High elevation	1700	m	D. Ackerly	7/21/06
11929	Phacelia tanacetifolia	High elevation	2000	m	D. Ackerly	7/21/06
11930	Phacelia tetramera	High elevation	2400	m	D. Ackerly	7/21/06
11931	Phacelia thermalis	High elevation	1700	m	D. Ackerly	7/21/06
11932	Phacelia umbrosa	High elevation	1600	m	D. Ackerly	7/21/06
11933	Phacelia vallicola	High elevation	2400	m	D. Ackerly	7/21/06
11934	Phacelia vallis-mortae	High elevation	2400	m	D. Ackerly	7/21/06
11935	Phacelia viscida	High elevation	700	m	D. Ackerly	7/21/06
11936	Pholistoma auritum	High elevation	1900	m	D. Ackerly	7/21/06
11937	Pholistoma auritum var. arizonicum	High elevation	700	m	D. Ackerly	7/21/06
11938	Pholistoma auritum var. auritum	High elevation	1900	m	D. Ackerly	7/21/06
11939	Pholistoma membranaceum	High elevation	1400	m	D. Ackerly	7/21/06
11940	Pholistoma racemosum	High elevation	500	m	D. Ackerly	7/21/06
11941	Romanzoffia californica	High elevation	800	m	D. Ackerly	7/21/06
11942	Romanzoffia sitchensis	High elevation	2100	m	D. Ackerly	7/21/06
11943	Romanzoffia tracyi	High elevation	100	m	D. Ackerly	7/21/06
11944	Tricardia watsonii	High elevation	2300	m	D. Ackerly	7/21/06
