id	taxon	LowEl	HighEl
6498	Veronica filiformis	0	100
6499	Veronica hederifolia	0	100
6500	Veronica peregrina ssp. xalapensis	0	3100
6501	Veronica persica	0	1100
6502	Veronica scutellata	0	2200
6503	Veronica serpyllifolia ssp. humifusa	1700	3000
6504	Veronica triphyllos	0	1000
6505	Veronica wormskjoldii	2600	3500
6506	Ailanthus altissima	0	1300
6507	Castela emoryi	600	4100
6508	Simmondsia chinensis	0	1500
6509	Cestrum fasciculatum	0	1000
6510	Chamaesaracha coronopus	1500	4100
6511	Chamaesaracha nana	1500	2800
6512	Datura discolor	0	500
6513	Datura ferox	0	200
6514	Datura stramonium	0	1500
6515	Datura wrightii	0	2200
6516	Lycium andersonii	0	1900
6517	Lycium barbarum	0	1500
6518	Lycium brevipes	0	600
6519	Lycium brevipes var. brevipes	0	600
6520	Lycium brevipes var. hassei	0	300
6521	Lycium californicum	0	200
6522	Lycium cooperi	0	2000
6523	Lycium fremontii	0	500
6524	Lycium pallidum var. oligospermum	0	1200
6525	Lycium parishii	0	1000
6526	Lycium torreyi	0	700
6527	Lycium verrucosum	0	4100
6528	Lycopersicon esculentum	0	100
6529	Lycopersicon peruvianum	0	100
6530	Nicandra physalodes	0	200
6531	Nicotiana acuminata var. multiflora	0	1600
6532	Nicotiana attenuata	200	2800
6533	Nicotiana clevelandii	0	500
6534	Nicotiana glauca	0	1100
6535	Nicotiana obtusifolia	0	1600
6536	Nicotiana quadrivalvis	0	1500
6537	Nicotiana sylvestris	0	200
6538	Oryctes nevadensis	1200	1500
6539	Petunia parviflora	0	1300
6540	Physalis acutifolia	0	200
6541	Physalis crassifolia	0	1300
6542	Physalis hederifolia	700	1800
6543	Physalis hederifolia var. fendleri	900	1800
6544	Physalis hederifolia var. palmeri	700	1600
6545	Physalis lancifolia	0	200
6546	Physalis lobata	500	800
6547	Physalis longifolia	0	1000
6548	Physalis philadelphica	0	700
6549	Physalis pubescens	0	1500
6550	Physalis pubescens var. grisea	0	1500
6551	Physalis pubescens var. integrifolia	0	1500
6552	Physalis viscosa	0	300
6553	Salpichroa origanifolia	0	100
6554	Solanum americanum	0	1000
6555	Solanum aviculare	0	100
6556	Solanum carolinense	0	200
6557	Solanum dimidiatum	0	200
6558	Solanum douglasii	0	1000
6559	Solanum dulcamara	0	1000
6560	Solanum elaeagnifolium	0	1200
6561	Solanum furcatum	0	200
6562	Solanum lanceolatum	0	200
6563	Solanum marginatum	0	1000
6564	Solanum nigrum	0	200
6565	Solanum parishii	0	2000
6566	Solanum rostratum	0	500
6567	Solanum sarrachoides	0	1000
6568	Solanum sisymbriifolium	0	100
6569	Solanum triflorum	100	2300
6570	Solanum umbelliferum	0	1600
6571	Solanum wallacei	0	800
6572	Solanum xanti	0	2700
6573	Staphylea bolanderi	300	1400
6574	Ayenia compacta	0	500
6575	Fremontodendron californicum	400	2000
6576	Fremontodendron californicum ssp. californicum	400	2000
6577	Fremontodendron californicum ssp. decumbens	2000	4100
6578	Fremontodendron mexicanum	300	1000
6579	Styrax officinalis var. redivivus	0	1500
6580	Tamarix aphylla	0	200
6581	Tamarix chinensis	0	200
6582	Tamarix gallica	0	300
6583	Tamarix parviflora	0	800
6584	Tamarix ramosissima	0	800
6585	Dirca occidentalis	0	300
6586	Tropaeolum majus	0	300
6587	Celtis reticulata	500	1700
6588	Ulmus minor	0	600
6589	Ulmus parvifolia	0	900
6590	Ulmus pumila	0	1800
6591	Boehmeria nivea	0	200
6592	Hesperocnide tenella	0	1000
6593	Parietaria hespera	0	1400
6594	Parietaria hespera var. californica	0	1400
6595	Parietaria hespera var. hespera	0	1400
6596	Parietaria judaica	0	100
6597	Parietaria pensylvanica	0	2500
6598	Soleirolia soleirolii	0	100
6599	Urtica dioica	0	3000
6600	Urtica dioica ssp. gracilis	0	3000
6601	Urtica dioica ssp. holosericea	0	3000
6602	Urtica urens	0	3000
6603	Centranthus ruber	0	200
6604	Plectritis brachystemon	0	1900
6605	Plectritis ciliosa	0	1700
6606	Plectritis ciliosa ssp. ciliosa	0	1100
6607	Plectritis ciliosa ssp. insignis	0	1700
6608	Plectritis congesta	100	900
6609	Plectritis macrocera	0	2000
6610	Valeriana californica	1500	3300
6611	Valeriana occidentalis	1500	1800
6612	Valeriana pubicarpa	2100	3200
6613	Valeriana sitchensis	0	2200
6614	Valeriana sitchensis ssp. scouleri	0	1200
6615	Valeriana sitchensis ssp. sitchensis	1500	2200
6616	Valerianella locusta	0	1400
6617	Aloysia wrightii	900	1600
6618	Avicennia marina var. resinifera	0	100
6619	Lantana camara	0	200
6620	Lantana montevidensis	0	200
6621	Phyla lanceolata	0	400
6622	Phyla nodiflora	0	400
6623	Phyla nodiflora var. incisa	0	400
6624	Phyla nodiflora var. nodiflora	0	300
6625	Verbena bonariensis	0	200
6626	Verbena bracteata	0	2200
6627	Verbena californica	300	400
6628	Verbena gooddingii	1200	2000
6629	Verbena hastata	0	1300
6630	Verbena lasiostachys	0	2500
6631	Verbena lasiostachys var. lasiostachys	0	2500
6632	Verbena lasiostachys var. scabrida	0	1500
6633	Verbena litoralis	0	200
6634	Verbena menthifolia	0	300
6635	Verbena scabra	0	300
6636	Verbena tenuisecta	0	300
6637	Viola adunca	0	3500
6638	Viola arvensis	0	900
6639	Viola aurea	1000	1800
6640	Viola bakeri	1300	2700
6641	Viola beckwithii	900	2700
6642	Viola cuneata	600	2200
6643	Viola douglasii	100	2300
6644	Viola glabella	0	2600
6645	Viola hallii	500	2100
6646	Viola lobata	100	2300
6647	Viola lobata ssp. integrifolia	400	1700
6648	Viola lobata ssp. lobata	100	2300
6649	Viola macloskeyi	1000	3400
6650	Viola ocellata	100	1100
6651	Viola odorata	0	200
6652	Viola palustris	0	200
6653	Viola pedunculata	0	1000
6654	Viola pinetorum	1400	3400
6655	Viola pinetorum ssp. grisea	1500	3400
6656	Viola pinetorum ssp. pinetorum	1400	3100
6657	Viola praemorsa	500	2400
6658	Viola praemorsa ssp. linguifolia	500	2400
6659	Viola praemorsa ssp. praemorsa	500	1700
6660	Viola primulifolia ssp. occidentalis	100	500
6661	Viola purpurea	400	3100
6662	Viola purpurea ssp. integrifolia	1200	2700
6663	Viola purpurea ssp. mohavensis	1000	2400
6664	Viola purpurea ssp. purpurea	500	2500
6665	Viola purpurea ssp. quercetorum	400	1800
6666	Viola purpurea ssp. venosa	1300	3100
6667	Viola sempervirens	0	1400
6668	Viola sheltonii	800	2500
6669	Viola sororia ssp. affinis	300	2300
6670	Viola tomentosa	1500	2000
6671	Viola tricolor	0	1000
6672	Arceuthobium abietinum	0	2400
6673	Arceuthobium americanum	1300	2500
6674	Arceuthobium californicum	600	2000
6675	Arceuthobium campylopodum	0	2400
6676	Arceuthobium cyanocarpum	2100	2800
6677	Arceuthobium divaricatum	1400	2300
6678	Arceuthobium douglasii	1500	2000
6679	Arceuthobium littorum	0	300
6680	Arceuthobium monticola	700	1600
6681	Arceuthobium occidentale	100	1200
6682	Arceuthobium siskiyouense	400	1200
6683	Arceuthobium tsugense	1300	2500
6684	Arceuthobium tsugense ssp. mertensianae	1300	2500
6685	Arceuthobium tsugense ssp. tsugense	0	1000
6686	Phoradendron californicum	0	1200
6687	Phoradendron densum	200	2300
6688	Phoradendron juniperinum	1700	2600
6689	Phoradendron libocedri	1300	1900
6690	Phoradendron macrophyllum	0	1200
6691	Phoradendron pauciflorum	1400	2500
6692	Phoradendron villosum	0	2100
6693	Viscum album	0	100
6694	Parthenocissus vitacea	0	1000
6695	Vitis californica	0	1000
6696	Vitis girdiana	0	1300
6697	Vitis vinifera	0	1000
6698	Fagonia laevis	0	700
6699	Fagonia pachyacantha	0	500
6700	Kallstroemia californica	0	600
6701	Kallstroemia grandiflora	300	900
6702	Kallstroemia parviflora	1500	2000
6703	Larrea tridentata	0	1000
6704	Tribulus terrestris	0	1000
6705	Zygophyllum fabago	0	1000
6706	Alisma gramineum	1200	1800
6707	Alisma lanceolatum	0	500
6708	Alisma plantago-aquatica	0	1600
6709	Damasonium californicum	0	1700
6710	Echinodorus berteroi	0	300
6711	Sagittaria cuneata	0	2500
6712	Sagittaria latifolia	0	1500
6713	Sagittaria longiloba	0	300
6714	Sagittaria montevidensis ssp. calycina	0	300
6715	Sagittaria sanfordii	0	300
6716	Aponogeton distachyon	0	200
6717	Acorus calamus	0	100
6718	Arum italicum	0	500
6719	Lysichiton americanus	0	1300
6720	Peltandra virginica	0	400
6721	Pistia stratiotes	0	100
6722	Zantedeschia aethiopica	0	300
6723	Phoenix canariensis	0	1000
6724	Phoenix dactylifera	0	200
6725	Washingtonia filifera	0	1200
6726	Commelina benghalensis	0	500
6727	Tradescantia fluminensis	400	600
6728	Halodule wrightii	0	100
6729	Bulbostylis capillaris	1000	4100
6730	Carex abrupta	1400	3300
6731	Carex albida	0	100
6732	Carex albonigra	3000	3900
6733	Carex alma	100	2400
6734	Carex amplectens	1200	2100
6735	Carex amplifolia	0	2400
6736	Carex angustata	300	2300
6737	Carex aquatilis	0	3200
6738	Carex aquatilis var. aquatilis	0	3200
6739	Carex aquatilis var. dives	0	1100
6740	Carex arcta	0	1400
6741	Carex atherodes	1300	1400
6742	Carex athrostachya	100	3200
6743	Carex aurea	1100	3300
6744	Carex barbarae	0	900
6745	Carex bolanderi	0	2500
6746	Carex brainerdii	900	2800
6747	Carex brevicaulis	0	2500
6748	Carex breweri var. breweri	2300	3700
6749	Carex buxbaumii	0	3300
6750	Carex californica	0	100
6751	Carex canescens	1100	3200
6752	Carex capitata	1900	3900
6753	Carex cephalophora	0	100
6754	Carex comosa	0	400
6755	Carex concinnoides	0	900
6756	Carex congdonii	2600	3900
6757	Carex cusickii	0	2000
6758	Carex davyi	1500	3200
6759	Carex densa	0	1500
6760	Carex deweyana ssp. leptopoda	0	2400
6761	Carex diandra	100	2400
6762	Carex disperma	1100	3400
6763	Carex douglasii	300	3800
6764	Carex dudleyi	0	600
6765	Carex echinata	0	3200
6766	Carex echinata ssp. echinata	0	3200
6767	Carex echinata ssp. phyllomanica	0	200
6768	Carex eleocharis	3500	4100
6769	Carex feta	0	2400
6770	Carex filifolia	1500	3700
6771	Carex filifolia var. erostrata	1500	3700
6772	Carex filifolia var. filifolia	3200	4100
6773	Carex fissuricola	1500	3500
6774	Carex fracta	800	3300
6775	Carex garberi	0	100
6776	Carex geyeri	1500	2100
6777	Carex gigas	800	1800
6778	Carex globosa	0	1300
6779	Carex gracilior	0	700
6780	Carex gynodynama	0	600
6781	Carex halliana	1800	4100
6782	Carex harfordii	0	600
6783	Carex hassei	0	2700
6784	Carex haydeniana	2400	4200
6785	Carex helleri	2400	4100
6786	Carex hendersonii	0	900
6787	Carex heteroneura	1800	3800
6788	Carex heteroneura var. epapillosa	1800	3800
6789	Carex heteroneura var. heteroneura	1800	3500
6790	Carex hirtissima	0	1200
6791	Carex hoodii	1200	3400
6792	Carex hystricina	0	500
6793	Carex illota	2100	3400
6794	Carex incurviformis var. danaensis	3700	4000
6795	Carex inops ssp. inops	1000	2000
6796	Carex integra	900	3400
6797	Carex interior	1100	2100
6798	Carex jonesii	900	3200
6799	Carex laeviculmis	700	1800
6800	Carex lanuginosa	0	3300
6801	Carex lasiocarpa	1800	2100
6802	Carex leavenworthii	0	100
6803	Carex lemmonii	700	3000
6804	Carex lenticularis	0	3000
6805	Carex lenticularis var. impressa	1200	3000
6806	Carex lenticularis var. limnophila	0	100
6807	Carex lenticularis var. lipocarpa	0	3000
6808	Carex leporinella	2100	4000
6809	Carex leptalea	0	700
6810	Carex limosa	1200	2700
6811	Carex livida	0	100
6812	Carex luzulifolia	2100	2800
6813	Carex luzulina	0	2400
6814	Carex luzulina var. ablata	1200	2200
6815	Carex luzulina var. luzulina	0	2400
6816	Carex lyngbyei	0	100
6817	Carex mariposana	1200	3200
6818	Carex mendocinensis	100	1600
6819	Carex mertensii	1500	4100
6820	Carex microptera	1500	3400
6821	Carex molesta	0	100
6822	Carex multicaulis	0	2200
6823	Carex multicostata	100	3500
6824	Carex nebrascensis	0	2500
6825	Carex nervina	1200	3000
6826	Carex neurophora	1500	2100
6827	Carex nigricans	2300	3700
6828	Carex norvegica	2800	3000
6829	Carex nudata	0	1500
6830	Carex obispoensis	0	600
6831	Carex obnupta	0	900
6832	Carex occidentalis	1900	4100
6833	Carex ovalis	0	1100
6834	Carex pachystachya	0	3500
6835	Carex pansa	0	100
6836	Carex parryana var. hallii	3200	4100
6837	Carex petasata	600	3200
6838	Carex phaeocephala	2700	3900
6839	Carex praeceptorum	2400	3500
6840	Carex praegracilis	0	2700
6841	Carex praticola	0	3200
6842	Carex preslii	0	3000
6843	Carex proposita	3000	4100
6844	Carex raynoldsii	1800	3100
6845	Carex retroflexa var. texensis	0	100
6846	Carex rossii	0	3800
6847	Carex saliniformis	0	200
6848	Carex sartwelliana	1200	2600
6849	Carex schottii	0	2500
6850	Carex scirpoidea var. pseudoscirpoidea	3500	3700
6851	Carex scoparia	0	1000
6852	Carex scopulorum var. bracteosa	1200	3400
6853	Carex senta	0	2900
6854	Carex serratodens	0	1800
6855	Carex sheldonii	1200	1500
6856	Carex simulata	0	3300
6857	Carex specifica	1200	3500
6858	Carex spectabilis	1800	3700
6859	Carex spissa	0	600
6860	Carex stipata var. stipata	0	1700
6861	Carex straminiformis	2000	3800
6862	Carex subbracteata	0	900
6863	Carex subfusca	100	3500
6864	Carex subnigricans	2600	3800
6865	Carex tahoensis	2900	3700
6866	Carex tiogana	3100	3300
6867	Carex tompkinsii	1200	1800
6868	Carex triquetra	600	3000
6869	Carex tumulicola	0	1200
6870	Carex unilateralis	0	1000
6871	Carex utriculata	0	3400
6872	Carex vallicola	0	2700
6873	Carex vernacula	1800	4000
6874	Carex vesicaria	0	3300
6875	Carex vesicaria var. major	0	1800
6876	Carex vesicaria var. vesicaria	0	3300
6877	Carex viridula var. viridula	0	1600
6878	Carex vulpinoidea	0	1200
6879	Carex whitneyi	1200	3400
6880	Cladium californicum	0	2000
6881	Cyperus acuminatus	0	400
6882	Cyperus bipartitus	100	1500
6883	Cyperus difformis	100	500
6884	Cyperus eragrostis	0	700
6885	Cyperus erythrorhizos	0	500
6886	Cyperus esculentus	0	1000
6887	Cyperus fuscus	0	100
6888	Cyperus involucratus	0	200
6889	Cyperus laevigatus	0	1000
6890	Cyperus ligularis	0	100
6891	Cyperus niger	0	1500
6892	Cyperus odoratus	0	500
6893	Cyperus parishii	0	800
6894	Cyperus rotundus	0	300
6895	Cyperus squarrosus	0	1500
6896	Cyperus strigosus	0	1000
6897	Dulichium arundinaceum	1500	2400
6898	Eleocharis acicularis	0	2500
6899	Eleocharis acicularis var. acicularis	0	2500
6900	Eleocharis acicularis var. bella	900	2500
6901	Eleocharis atropurpurea	0	500
6902	Eleocharis bolanderi	1000	2000
6903	Eleocharis geniculata	0	1000
6904	Eleocharis macrostachya	0	2500
6905	Eleocharis montevidensis	0	1000
6906	Eleocharis obtusa	0	2600
6907	Eleocharis obtusa var. engelmannii	0	2600
6908	Eleocharis obtusa var. obtusa	0	1000
6909	Eleocharis pachycarpa	0	2000
6910	Eleocharis parishii	0	2000
6911	Eleocharis parvula	0	2500
6912	Eleocharis pauciflora	1500	3700
6913	Eleocharis quadrangulata	0	500
6914	Eleocharis radicans	0	1500
6915	Eleocharis rostellata	0	2000
6916	Eleocharis thermalis	0	1000
6917	Eriophorum criniger	2000	4100
6918	Eriophorum gracile	2000	4100
6919	Fimbristylis miliacea	300	4100
6920	Fimbristylis thermalis	500	4100
6921	Fimbristylis vahlii	0	500
6922	Kobresia bellardii	3000	4100
6923	Kyllinga brevifolia	0	300
6924	Lipocarpha aristulata	100	400
6925	Lipocarpha micrantha	0	1500
6926	Lipocarpha occidentalis	1200	1900
6927	Rhynchospora alba	0	2000
6928	Rhynchospora californica	0	1000
6929	Rhynchospora capitellata	0	2000
6930	Rhynchospora globularis var. globularis	0	500
6931	Schoenus nigricans	0	2000
6932	Scirpus acutus var. occidentalis	0	2500
6933	Scirpus americanus	0	2000
6934	Scirpus californicus	0	200
6935	Scirpus cernuus	0	800
6936	Scirpus clementis	2400	3600
6937	Scirpus congdonii	600	3000
6938	Scirpus diffusus	300	2300
6939	Scirpus fluviatilis	0	1300
6940	Scirpus heterochaetus	1500	1700
6941	Scirpus koilolepis	0	800
6942	Scirpus maritimus	0	2500
6943	Scirpus microcarpus	0	2900
6944	Scirpus mucronatus	0	200
6945	Scirpus nevadensis	1000	2500
6946	Scirpus pendulus	800	1000
6947	Scirpus pumilus	3100	3300
6948	Scirpus pungens	0	2000
6949	Scirpus robustus	0	800
6950	Scirpus saximontanus	0	300
6951	Scirpus setaceus	0	1500
6952	Scirpus subterminalis	700	2300
6953	Scirpus tabernaemontani	0	200
6954	Scirpus tuberosus	0	200
6955	Egeria densa	0	2200
6956	Elodea canadensis	300	2600
6957	Elodea nuttallii	500	2800
6958	Hydrilla verticillata	0	200
6959	Najas flexilis	0	1500
6960	Najas gracillima	100	4100
6961	Najas graminea	0	200
6962	Najas guadalupensis	0	1200
6963	Najas marina	0	1000
6964	Ottelia alismoides	0	100
6965	Chasmanthe floribunda	0	100
6966	Crocosmia X-crocosmiiflora	0	100
6967	Freesia alba	0	100
6968	Gladiolus italicus	0	500
6969	Gladiolus tristis	0	800
6970	Iris bracteata	500	1000
6971	Iris chrysophylla	600	1000
6972	Iris douglasiana	0	100
6973	Iris fernaldii	0	2000
6974	Iris hartwegii	600	2300
6975	Iris hartwegii ssp. australis	1600	2300
6976	Iris hartwegii ssp. columbiana	600	1400
6977	Iris hartwegii ssp. hartwegii	600	2300
6978	Iris hartwegii ssp. pinetorum	1000	1400
6979	Iris innominata	300	2000
6980	Iris longipetala	0	600
6981	Iris macrosiphon	0	1000
6982	Iris missouriensis	900	3400
6983	Iris munzii	500	800
6984	Iris pseudacorus	0	100
6985	Iris purdyi	0	1200
6986	Iris tenax ssp. klamathensis	100	500
6987	Iris tenuissima	100	2000
6988	Iris tenuissima ssp. purdyiformis	600	2000
6989	Iris tenuissima ssp. tenuissima	100	1000
6990	Ixia maculata	0	100
6991	Libertia formosa	0	100
6992	Romulea rosea var. australis	0	100
6993	Sisyrinchium bellum	0	2400
6994	Sisyrinchium californicum	0	600
6995	Sisyrinchium douglasii var. douglasii	0	2000
6996	Sisyrinchium elmeri	1200	2600
6997	Sisyrinchium funereum	0	800
6998	Sisyrinchium halophilum	0	2600
6999	Sisyrinchium idahoense	900	3200
7000	Sisyrinchium idahoense var. idahoense	900	3200
7001	Sisyrinchium idahoense var. occidentale	900	3200
7002	Sparaxis grandiflora	0	100
7003	Sparaxis tricolor	0	100
7004	Watsonia marginata	0	100
7005	Watsonia meriana	0	100
7006	Juncus acuminatus	0	500
7007	Juncus acutus ssp. leopoldii	0	300
7008	Juncus ambiguus	0	100
7009	Juncus articulatus	500	4100
7010	Juncus balticus	0	2200
7011	Juncus bolanderi	0	1600
7012	Juncus brachyphyllus	900	1600
7013	Juncus breweri	0	100
7014	Juncus bryoides	600	3600
7015	Juncus bufonius	0	3200
7016	Juncus bufonius var. bufonius	0	3200
7017	Juncus bufonius var. congestus	0	200
7018	Juncus bufonius var. occidentalis	0	3200
7019	Juncus capillaris	1200	3200
7020	Juncus capitatus	0	1000
7021	Juncus chlorocephalus	1200	3000
7022	Juncus confusus	1200	2000
7023	Juncus cooperi	0	600
7024	Juncus covillei	0	3000
7025	Juncus covillei var. covillei	0	300
7026	Juncus covillei var. obtusatus	500	3000
7027	Juncus cyperoides	1000	4100
7028	Juncus diffusissimus	0	100
7029	Juncus drummondii	2000	3500
7030	Juncus dubius	0	2000
7031	Juncus dudleyi	0	2000
7032	Juncus duranii	1800	2800
7033	Juncus effusus	0	2500
7034	Juncus effusus var. brunneus	0	100
7035	Juncus effusus var. exiguus	700	2300
7036	Juncus effusus var. gracilis	0	2500
7037	Juncus effusus var. pacificus	0	2500
7038	Juncus ensifolius	0	2800
7039	Juncus falcatus var. falcatus	0	100
7040	Juncus hemiendytus	400	3400
7041	Juncus hemiendytus var. abjectus	1400	3400
7042	Juncus hemiendytus var. hemiendytus	400	3200
7043	Juncus howellii	800	2400
7044	Juncus kelloggii	0	800
7045	Juncus leiospermus	0	500
7046	Juncus leiospermus var. ahartii	0	100
7047	Juncus leiospermus var. leiospermus	200	500
7048	Juncus lesueurii	0	100
7049	Juncus longistylis	1800	2900
7050	Juncus luciensis	300	1900
7051	Juncus macrandrus	1200	2800
7052	Juncus macrophyllus	0	2600
7053	Juncus marginatus var. marginatus	0	1000
7054	Juncus mertensianus	1200	3500
7055	Juncus mexicanus	0	3800
7056	Juncus nevadensis	1200	3300
7057	Juncus nodosus	0	1700
7058	Juncus occidentalis	0	2300
7059	Juncus orthophyllus	1200	3500
7060	Juncus oxymeris	0	2100
7061	Juncus parryi	2000	3800
7062	Juncus patens	0	1600
7063	Juncus phaeocephalus	0	2200
7064	Juncus phaeocephalus var. paniculatus	2100	2300
7065	Juncus phaeocephalus var. phaeocephalus	0	100
7066	Juncus regelii	800	1900
7067	Juncus rugulosus	0	2100
7068	Juncus saximontanus	1500	2900
7069	Juncus supiniformis	0	100
7070	Juncus tenuis	0	1500
7071	Juncus textilis	0	1800
7072	Juncus tiehmii	300	3100
7073	Juncus torreyi	0	1800
7074	Juncus triformis	0	2500
7075	Juncus uncialis	0	1700
7076	Juncus xiphioides	0	2100
7077	Luzula comosa	0	3200
7078	Luzula divaricata	2100	3700
7079	Luzula orestera	2700	3600
7080	Luzula parviflora	1000	3300
7081	Luzula spicata	2900	3700
7082	Luzula subcongesta	2000	3500
